feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
6503213,3204128006,62323608,5,Highly recommended!,Product Quality,Positive,22-11-2023
3773206,3171917027,55936462,1,The packaging was poor.,App Experience,Negative,31-03-2024
7239225,8814047085,68475914,1,Very disappointed with the quality.,App Experience,Negative,10-04-2023
3992027,1889723479,5754255,3,"Average experience, could improve.",Product Quality,Neutral,24-06-2024
8608633,942025494,62679120,4,Very happy with the service!,Customer Service,Positive,02-03-2024
8499058,4104444500,57526322,5,Very happy with the service!,App Experience,Positive,13-10-2024
7695538,7562260313,13871547,2,Not worth the price I paid.,Delivery,Negative,23-03-2024
6848727,7140244766,86067293,4,Customer service was very helpful.,App Experience,Positive,06-08-2023
7874507,7967974077,45066676,4,"It was okay, nothing special.",Customer Service,Neutral,06-07-2024
7897801,7456822422,81822935,4,"Average experience, could improve.",Customer Service,Neutral,08-12-2023
3955477,4813468096,34668988,3,"It was okay, nothing special.",Customer Service,Neutral,10-02-2024
8361895,8618576020,15484407,5,Great prices and fast delivery!,Product Quality,Positive,18-01-2024
8998981,3727646442,12077371,2,Product was damaged during delivery.,App Experience,Negative,21-07-2023
8658242,9208156337,39959491,2,Delivery was late and I was unhappy.,Customer Service,Negative,23-09-2024
6830287,8328118787,14839726,5,Customer service was very helpful.,App Experience,Positive,14-05-2023
3971008,580528836,91550885,4,The product met my expectations.,Product Quality,Neutral,20-10-2023
2149421,3350662630,60620291,1,Taste was not as expected.,Product Quality,Negative,03-07-2023
7486824,6716381725,19682060,4,"It was okay, nothing special.",Product Quality,Neutral,05-05-2023
5794134,2249567137,20298398,2,Customer service was not helpful.,Customer Service,Negative,06-04-2024
428746,7484465509,73393269,1,The packaging was poor.,Customer Service,Negative,27-09-2024
9959366,2577208156,86995126,3,Product was damaged during delivery.,Product Quality,Negative,08-10-2024
1047169,3321905621,37759707,2,Taste was not as expected.,Product Quality,Negative,19-10-2024
3666835,6686839282,71615827,3,Delivery was late and I was unhappy.,Customer Service,Negative,24-07-2023
4528424,5095558661,70220141,1,Delivery was late and I was unhappy.,Product Quality,Negative,06-05-2023
1661576,112658009,35144658,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,11-07-2023
3214742,1343610513,18113428,1,Items were missing from my order.,Customer Service,Negative,17-07-2023
9348855,7190610535,59094034,3,"It was okay, nothing special.",Delivery,Neutral,22-03-2024
1880170,5069426001,31940833,3,"Average experience, could improve.",Delivery,Neutral,13-01-2024
4822708,5655369002,19091057,2,Product was damaged during delivery.,Delivery,Negative,25-08-2023
2640301,5761530160,84824280,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,23-02-2024
5886463,4772519706,17106161,4,"Excellent quality, will buy again!",Product Quality,Positive,28-03-2023
198798,8209051735,69416782,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,13-02-2024
6189650,4870391666,80935110,4,Very happy with the service!,App Experience,Positive,23-03-2024
6113964,7777975083,92098757,4,Very fresh and well-packaged.,Delivery,Positive,24-06-2024
990607,8713948756,65514005,4,"Average experience, could improve.",Product Quality,Neutral,16-11-2023
3349831,6191050157,90021871,4,"Average experience, could improve.",Product Quality,Neutral,11-05-2023
4202073,4060449266,1771249,5,Good selection of products.,Customer Service,Positive,09-03-2024
4356181,5657605506,63402854,3,The packaging was poor.,Product Quality,Negative,30-05-2024
5935254,8851743592,70608515,4,"Average experience, could improve.",Product Quality,Neutral,13-02-2024
7700843,4689717606,91791128,4,"Average experience, could improve.",Delivery,Neutral,05-07-2023
1919314,2860246948,8791577,3,"It was okay, nothing special.",Product Quality,Neutral,25-09-2024
4463843,2875550803,40387944,1,Delivery was late and I was unhappy.,App Experience,Negative,28-02-2024
5430121,5340575011,77015367,5,Will definitely order again.,Delivery,Positive,28-09-2023
2057194,7717156533,18791381,4,Items were in perfect condition.,App Experience,Positive,04-04-2023
4780931,8297255359,56764791,4,Very happy with the service!,Product Quality,Positive,26-06-2023
5723232,7873234939,31923338,3,Product was damaged during delivery.,Delivery,Negative,10-09-2024
6433218,3668515922,22321208,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,23-08-2023
7072403,8356690330,88324928,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,15-07-2023
118938,3508620293,40277444,1,The order was incorrect.,Product Quality,Negative,03-08-2023
1423397,9998297778,7728406,3,"It was okay, nothing special.",Customer Service,Neutral,22-09-2023
5419897,3898421710,78750264,3,Items were missing from my order.,Product Quality,Negative,31-08-2023
1233739,3960980694,52417972,5,Good selection of products.,Customer Service,Positive,21-06-2024
5454727,5008395294,1108176,3,Delivery was late and I was unhappy.,Customer Service,Negative,22-12-2023
7321410,3722869004,66140659,4,The product met my expectations.,Product Quality,Neutral,20-07-2023
1535389,8391555591,14006996,5,"Overall good experience, thank you!",Product Quality,Positive,25-08-2023
1932105,8063730776,95912198,1,I had a bad experience.,Product Quality,Negative,21-09-2024
2485712,9052752169,62510499,1,Delivery was late and I was unhappy.,Customer Service,Negative,11-01-2024
7095114,7471416647,75566105,4,"It was okay, nothing special.",Product Quality,Neutral,29-03-2023
8754801,848332407,376144,4,"Average experience, could improve.",Delivery,Neutral,22-04-2024
708906,4062701987,8383197,4,Items were in perfect condition.,Product Quality,Positive,18-12-2023
6114451,8723912832,94552818,5,"Excellent quality, will buy again!",Product Quality,Positive,19-01-2024
3904154,9099298435,2233446,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,22-02-2024
6331158,5645691241,3786105,2,Not worth the price I paid.,Delivery,Negative,10-12-2023
5337672,8258019846,61024977,2,Items were missing from my order.,Product Quality,Negative,24-01-2024
6075585,2732162016,99361865,3,Customer service was not helpful.,Customer Service,Negative,27-05-2023
9148692,1561902412,91448742,3,Not worth the price I paid.,Customer Service,Negative,08-06-2023
2620357,8979476889,49970560,4,"It was okay, nothing special.",Customer Service,Neutral,06-06-2023
2110118,8373953053,46515922,3,Not worth the price I paid.,Customer Service,Negative,25-10-2024
3923366,7021309133,59353207,3,"Average experience, could improve.",App Experience,Neutral,06-08-2024
4219934,3447085029,188838,3,"It was okay, nothing special.",App Experience,Neutral,25-04-2023
7017828,9284767341,82160592,4,Great prices and fast delivery!,Customer Service,Positive,04-03-2024
3124544,9770431940,86715467,3,"It was okay, nothing special.",Customer Service,Neutral,06-06-2024
4248541,9650124390,46717997,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,24-04-2024
6816809,9826894858,67386193,3,The product met my expectations.,Delivery,Neutral,21-06-2024
6782753,4466839873,8361353,4,"Excellent quality, will buy again!",Customer Service,Positive,09-12-2023
6472024,4331471900,59094034,2,The order was incorrect.,Product Quality,Negative,20-07-2024
3791212,5777824005,73428596,4,"Average experience, could improve.",Product Quality,Neutral,22-03-2023
3707264,8795242622,90246977,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,26-03-2023
5712937,8561878376,12272282,4,The product met my expectations.,App Experience,Neutral,29-01-2024
1999063,2113243643,66269844,4,"Average experience, could improve.",App Experience,Neutral,17-12-2023
4759404,8497820340,90586029,4,"It was okay, nothing special.",App Experience,Neutral,16-11-2023
2811358,3167184563,43860025,3,The product met my expectations.,App Experience,Neutral,07-09-2023
316860,9997121955,46623192,5,"Excellent quality, will buy again!",App Experience,Positive,21-04-2024
9479999,2954397481,93318833,1,Items were missing from my order.,Product Quality,Negative,31-01-2024
8778008,8125884987,31718565,3,I had a bad experience.,Product Quality,Negative,03-05-2024
7865973,3765873352,48418662,4,Good selection of products.,App Experience,Positive,16-10-2024
6378864,7733310993,10562528,3,Not worth the price I paid.,App Experience,Negative,31-03-2023
721269,738093341,30823988,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,17-03-2024
1943305,1837574319,24821281,4,"Overall good experience, thank you!",Delivery,Positive,19-06-2024
4321323,2468420564,92027021,1,The packaging was poor.,Product Quality,Negative,30-06-2023
8770514,5368005763,84824280,3,The order was incorrect.,App Experience,Negative,30-07-2024
4021637,3823949592,1683786,3,Items were missing from my order.,Customer Service,Negative,13-04-2023
8963005,6298008063,24104630,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,19-07-2023
1079217,2499190829,17159117,3,"Average experience, could improve.",Delivery,Neutral,31-10-2023
2559841,491116137,71615827,3,The product met my expectations.,Product Quality,Neutral,19-01-2024
3146820,2206269404,96009692,5,Highly recommended!,App Experience,Positive,16-05-2024
5129748,1330806043,29415527,5,Very fresh and well-packaged.,Customer Service,Positive,03-04-2024
3324824,6770858376,39957741,5,Will definitely order again.,App Experience,Positive,11-01-2024
3538390,4466716432,29689766,5,Highly recommended!,Product Quality,Positive,09-06-2023
9243996,8292554686,80833965,2,Very disappointed with the quality.,App Experience,Negative,27-03-2024
6981223,4204069161,31576845,5,Customer service was very helpful.,Customer Service,Positive,16-08-2023
9234407,2163079658,74833221,3,I had a bad experience.,Customer Service,Negative,28-12-2023
4644037,6971561757,64940409,4,Great prices and fast delivery!,Customer Service,Positive,15-12-2023
1323945,7965253060,95912198,5,Good selection of products.,Customer Service,Positive,13-02-2024
8197033,8939040193,59141605,3,Items were missing from my order.,Product Quality,Negative,17-09-2024
6928781,8322028211,54952806,3,The product met my expectations.,Customer Service,Neutral,04-11-2023
9727313,6865922682,14255231,5,"Excellent quality, will buy again!",App Experience,Positive,16-06-2024
6572292,5912729079,90919603,4,"It was okay, nothing special.",Customer Service,Neutral,10-08-2024
8486730,8764776130,32054313,1,I had a bad experience.,Product Quality,Negative,14-12-2023
1380291,7769965629,65815155,5,Very fresh and well-packaged.,Delivery,Positive,21-04-2023
2798148,2166463032,98930670,4,"Average experience, could improve.",App Experience,Neutral,30-10-2023
1338602,7035343259,63310076,5,Items were in perfect condition.,Delivery,Positive,11-07-2024
1199866,8914775994,68985290,4,"Overall good experience, thank you!",Product Quality,Positive,13-02-2024
4877828,7565647347,15808945,3,"Average experience, could improve.",Customer Service,Neutral,24-10-2024
2978050,6172215120,87823209,3,Product was damaged during delivery.,App Experience,Negative,03-06-2024
6330069,4043585691,61121421,4,"Overall good experience, thank you!",Delivery,Positive,21-02-2024
9323104,3735186180,98709982,5,Items were in perfect condition.,App Experience,Positive,16-03-2024
7074464,5281459433,85519349,3,"It was okay, nothing special.",Product Quality,Neutral,10-10-2024
9615396,424087401,90753712,1,I had a bad experience.,Delivery,Negative,19-04-2024
8636120,884327245,24337950,4,Very fresh and well-packaged.,Product Quality,Positive,25-09-2023
9072122,6318008970,30265929,4,Highly recommended!,Delivery,Positive,11-05-2024
6779760,3792751421,2414265,2,Very disappointed with the quality.,Product Quality,Negative,11-08-2024
7834463,5471255539,15391556,5,Great prices and fast delivery!,Customer Service,Positive,31-05-2023
5270693,9917290378,6245778,3,The product met my expectations.,Customer Service,Neutral,05-01-2024
6489502,208989475,94713625,5,Items were in perfect condition.,Delivery,Positive,16-03-2023
6445544,7672827556,70589930,4,The product met my expectations.,Customer Service,Neutral,01-07-2023
610781,3792912325,39153585,5,Great prices and fast delivery!,Product Quality,Positive,03-06-2024
7850415,2478533601,9097480,4,Customer service was very helpful.,Product Quality,Positive,01-11-2024
946859,2255745327,58974323,3,Product was damaged during delivery.,Product Quality,Negative,01-05-2023
8497609,8612261848,46208150,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,18-06-2024
1479097,6949810049,87463923,3,"It was okay, nothing special.",Customer Service,Neutral,25-09-2023
8915207,2399456941,47625855,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,16-10-2024
960721,6292969164,45477575,5,Good selection of products.,Delivery,Positive,09-07-2024
2966033,2929485756,30979436,4,"Excellent quality, will buy again!",Customer Service,Positive,13-10-2024
7025995,8757869416,85518832,1,The order was incorrect.,Delivery,Negative,03-05-2024
7716158,2653966619,52428250,5,Great prices and fast delivery!,Product Quality,Positive,12-07-2024
3761883,336103625,28663279,5,Very happy with the service!,Delivery,Positive,16-05-2024
1228177,3727289407,10225164,3,"Average experience, could improve.",Customer Service,Neutral,17-06-2024
7485105,701250513,10240052,2,Customer service was not helpful.,App Experience,Negative,03-09-2024
1700955,101816977,26903313,5,Great prices and fast delivery!,Delivery,Positive,20-02-2024
5249664,7838223552,85854265,3,"It was okay, nothing special.",Delivery,Neutral,07-12-2023
3834078,4123140013,80759416,3,Product was damaged during delivery.,Product Quality,Negative,03-11-2024
3026460,9821008306,49433260,2,Product was damaged during delivery.,Product Quality,Negative,05-04-2023
8411117,5414882934,44223796,5,Great prices and fast delivery!,Product Quality,Positive,28-12-2023
5879083,9257313140,24337950,3,"Average experience, could improve.",App Experience,Neutral,16-06-2024
8820500,3857021231,91973128,4,Customer service was very helpful.,Delivery,Positive,28-09-2023
9689536,1606381345,31940833,4,The product met my expectations.,Delivery,Neutral,22-03-2023
2324970,239830094,99627097,4,"Average experience, could improve.",Customer Service,Neutral,17-08-2023
8997357,580582858,59398136,4,Very happy with the service!,Customer Service,Positive,11-09-2023
2167745,4191340899,90649019,5,Very happy with the service!,App Experience,Positive,26-05-2023
4994524,1013630716,85763665,1,Delivery was late and I was unhappy.,Product Quality,Negative,19-05-2024
7633938,8220017366,91550885,2,Taste was not as expected.,Delivery,Negative,28-05-2023
6208391,4353485612,77007315,3,Customer service was not helpful.,Customer Service,Negative,31-08-2024
4852214,8682172393,97141762,3,"Average experience, could improve.",Delivery,Neutral,15-10-2024
2090936,4085089017,50899600,3,"Average experience, could improve.",Delivery,Neutral,11-06-2024
6943792,1287686307,79076101,4,Will definitely order again.,Customer Service,Positive,18-01-2024
3001571,4425450216,40192266,5,Very fresh and well-packaged.,Product Quality,Positive,11-06-2023
3362804,7799346570,37947202,4,Items were in perfect condition.,Delivery,Positive,04-10-2023
5222661,5917975686,37054866,5,Customer service was very helpful.,App Experience,Positive,04-06-2024
8408734,9588500388,84448310,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,05-07-2024
2865376,3963207709,99893898,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,04-01-2024
3485907,2217466286,9278983,1,The order was incorrect.,Product Quality,Negative,08-04-2023
3564429,7130088913,86444757,1,Not worth the price I paid.,Customer Service,Negative,29-06-2023
2354061,9064682961,17597449,4,The product met my expectations.,Customer Service,Neutral,04-07-2024
5143392,6060156146,92404798,1,Delivery was late and I was unhappy.,Customer Service,Negative,25-05-2023
6081659,3106610673,74762653,1,The packaging was poor.,Product Quality,Negative,10-06-2024
9081242,442408751,56780331,4,"Average experience, could improve.",Customer Service,Neutral,19-10-2023
7676494,353571238,60561655,4,Good selection of products.,Product Quality,Positive,01-01-2024
3372274,4670530333,42723554,5,Items were in perfect condition.,Product Quality,Positive,30-05-2024
2668183,4961370923,61020,4,"Average experience, could improve.",Delivery,Neutral,04-02-2024
9017576,8946821991,31582950,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,29-04-2024
9615817,5720622852,66130660,3,The product met my expectations.,Customer Service,Neutral,16-04-2023
2674022,7305353953,42012717,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,04-01-2024
3483103,1402723627,85006599,3,"Average experience, could improve.",Delivery,Neutral,16-05-2024
5247856,9820620357,243838,1,Customer service was not helpful.,Customer Service,Negative,05-12-2023
1347300,1930286155,51034600,4,"It was okay, nothing special.",Customer Service,Neutral,02-09-2024
8833557,6759029950,83577942,1,Items were missing from my order.,Delivery,Negative,03-12-2023
9418089,9032188284,59427862,1,Taste was not as expected.,Customer Service,Negative,24-08-2023
8553394,9490161602,28663279,1,Very disappointed with the quality.,Customer Service,Negative,26-04-2023
2206753,8565257085,33034249,1,Not worth the price I paid.,App Experience,Negative,24-09-2023
7654661,4884845960,34156884,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,05-09-2023
3134670,6181604084,4200802,4,The product met my expectations.,Customer Service,Neutral,22-10-2023
8208192,2718508408,20360447,5,Customer service was very helpful.,App Experience,Positive,04-08-2023
2274190,8354866000,80696046,2,The order was incorrect.,Product Quality,Negative,15-02-2024
5575749,8025728977,26912171,4,Very happy with the service!,Customer Service,Positive,15-08-2024
9532989,6531356394,85561151,3,The product met my expectations.,App Experience,Neutral,09-05-2023
4159082,5489184758,49529811,3,I had a bad experience.,Product Quality,Negative,15-03-2024
9149279,1377599881,48481702,2,Not worth the price I paid.,Product Quality,Negative,17-08-2024
2894327,227162938,28111842,4,"It was okay, nothing special.",Customer Service,Neutral,18-04-2024
6593393,3449083612,91382237,4,Great prices and fast delivery!,Delivery,Positive,10-11-2023
775096,5662514948,30455484,3,Items were missing from my order.,Customer Service,Negative,20-05-2023
7053125,2034571482,86167288,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,20-02-2024
6542722,348782569,72415263,2,The order was incorrect.,App Experience,Negative,23-09-2023
4136901,8697396531,21282544,4,Highly recommended!,App Experience,Positive,23-10-2023
5898159,3538455450,77345018,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,05-09-2024
2993223,7513290139,26285589,2,Delivery was late and I was unhappy.,Delivery,Negative,21-05-2023
3630731,8320461939,83298567,4,"Average experience, could improve.",App Experience,Neutral,17-04-2024
553172,8217899522,18465047,4,"Average experience, could improve.",App Experience,Neutral,08-10-2024
1138430,4217056877,2903620,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,26-03-2024
6829824,3684167813,46563355,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,13-09-2024
6312641,5351904164,97411107,4,The product met my expectations.,Delivery,Neutral,06-08-2024
1415437,2731829604,46615831,3,"It was okay, nothing special.",Product Quality,Neutral,12-02-2024
6968296,7162485958,75081265,4,Highly recommended!,Customer Service,Positive,06-12-2023
6819722,4830502113,89867195,3,"Average experience, could improve.",App Experience,Neutral,26-01-2024
8560926,9797013595,80571942,4,Very happy with the service!,App Experience,Positive,16-05-2024
2904408,9487843345,23794330,4,The product met my expectations.,Customer Service,Neutral,11-06-2024
6260794,2148242015,39093069,3,The order was incorrect.,Customer Service,Negative,01-05-2023
3449473,7465258008,51503088,4,Very happy with the service!,Delivery,Positive,25-10-2023
9676654,8875274470,57102800,5,Great prices and fast delivery!,Product Quality,Positive,20-04-2024
5646360,7049717910,44410149,5,Customer service was very helpful.,Customer Service,Positive,11-05-2024
5287611,4829897426,25587553,3,The product met my expectations.,Product Quality,Neutral,05-06-2023
9208286,3532186218,24456825,2,The order was incorrect.,App Experience,Negative,08-08-2023
5501470,6897674900,79592021,2,Product was damaged during delivery.,Delivery,Negative,13-05-2024
2201588,163895717,61982521,5,Good selection of products.,Product Quality,Positive,02-11-2023
4995551,9857592403,84275450,2,I had a bad experience.,Product Quality,Negative,24-10-2023
3365462,2521197661,13251137,4,"Overall good experience, thank you!",Delivery,Positive,20-02-2024
528097,488314125,5716817,4,Good selection of products.,Delivery,Positive,05-04-2023
8894946,5073549838,75082508,4,"Average experience, could improve.",Product Quality,Neutral,28-04-2024
7585061,6399568661,82594354,5,"Excellent quality, will buy again!",App Experience,Positive,17-12-2023
2095888,3672658084,48228547,4,"Overall good experience, thank you!",Delivery,Positive,10-05-2024
324284,8273236145,85763665,3,"Average experience, could improve.",Delivery,Neutral,02-09-2024
4804085,3411233779,79991320,4,Items were in perfect condition.,App Experience,Positive,13-04-2024
1117369,8024667539,31622158,2,Product was damaged during delivery.,Product Quality,Negative,22-07-2024
8230467,6112199794,77086539,5,"Overall good experience, thank you!",App Experience,Positive,21-09-2024
3317785,9484473160,21456226,3,Delivery was late and I was unhappy.,Product Quality,Negative,25-04-2023
1657911,9729709418,45323391,3,"It was okay, nothing special.",Product Quality,Neutral,30-03-2023
9323347,7900224799,68692574,3,Items were missing from my order.,App Experience,Negative,03-07-2024
1001453,1821414490,75632045,5,Great prices and fast delivery!,Delivery,Positive,21-10-2024
6467390,5813507399,76019750,4,Good selection of products.,App Experience,Positive,15-04-2024
7156357,3928003125,53636086,3,Not worth the price I paid.,App Experience,Negative,07-12-2023
7151992,5271866987,10562528,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,27-08-2024
8681897,9794537731,85869195,4,"Excellent quality, will buy again!",Customer Service,Positive,27-05-2023
6852774,4852718488,71902700,5,Will definitely order again.,Product Quality,Positive,29-04-2024
569515,8300546273,13796199,4,Great prices and fast delivery!,Delivery,Positive,05-09-2023
9525031,976104194,6061349,2,The packaging was poor.,Product Quality,Negative,07-05-2024
9695621,5373961125,57081917,3,Not worth the price I paid.,App Experience,Negative,01-11-2024
8141929,6056126973,48765625,3,Delivery was late and I was unhappy.,App Experience,Negative,02-07-2024
5776932,6352881332,80517784,4,Will definitely order again.,Customer Service,Positive,22-01-2024
5434624,1643234106,37691544,2,Customer service was not helpful.,Product Quality,Negative,12-09-2024
5453100,8697966993,85869195,4,Good selection of products.,Customer Service,Positive,02-03-2024
8057176,2276061263,83701325,3,I had a bad experience.,Customer Service,Negative,06-10-2024
6846846,4045613782,61763552,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,09-08-2023
5208877,2959828441,9987182,4,Will definitely order again.,Customer Service,Positive,15-03-2024
2410464,3514589876,59620534,4,"Average experience, could improve.",App Experience,Neutral,17-10-2023
9081630,9444081952,72576730,2,Items were missing from my order.,Product Quality,Negative,27-11-2023
6598543,8183959589,26752630,1,Product was damaged during delivery.,App Experience,Negative,16-12-2023
450610,1712832927,5228136,4,Customer service was very helpful.,Delivery,Positive,16-03-2024
8349571,8162867215,25713335,1,Customer service was not helpful.,App Experience,Negative,24-08-2024
4285730,4160230443,87889031,4,"Average experience, could improve.",Product Quality,Neutral,15-04-2024
4809263,9787535949,57340963,4,Good selection of products.,App Experience,Positive,02-04-2023
28432,3423995261,75928073,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,06-05-2023
3839071,1523343168,80862136,4,Very happy with the service!,Customer Service,Positive,21-07-2024
4319977,1948066291,61320989,4,"Overall good experience, thank you!",Customer Service,Positive,02-10-2024
5463524,2021361582,99695529,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,20-05-2024
4356872,7491420331,27504517,3,I had a bad experience.,Delivery,Negative,22-05-2024
7878663,994840771,85088479,4,Customer service was very helpful.,Product Quality,Positive,15-10-2023
4857169,6277344634,11202130,2,Customer service was not helpful.,Customer Service,Negative,23-07-2024
1942072,4092653338,13604883,1,Delivery was late and I was unhappy.,Customer Service,Negative,24-04-2024
6124518,7213712604,49433260,1,The order was incorrect.,Delivery,Negative,17-11-2023
7931562,7326709115,22800586,4,Will definitely order again.,Product Quality,Positive,26-11-2023
2043914,9419789569,8733344,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,17-07-2024
2626791,5388191488,74735607,4,"Average experience, could improve.",Delivery,Neutral,31-03-2024
4501779,9065873433,32635818,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,23-10-2023
8855501,4627342297,88843865,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,28-08-2023
7639568,4286971111,469006,3,Customer service was not helpful.,App Experience,Negative,27-05-2024
5453353,645282074,13265605,3,"Average experience, could improve.",Delivery,Neutral,25-05-2023
5467505,7260939789,39999278,4,"It was okay, nothing special.",App Experience,Neutral,28-10-2023
8701014,1716322448,95873651,2,Delivery was late and I was unhappy.,Delivery,Negative,06-09-2023
5336879,4293959647,820740,2,The order was incorrect.,Product Quality,Negative,03-10-2023
6453103,3331935300,29095552,1,Items were missing from my order.,Delivery,Negative,15-06-2023
3958853,1775389576,15830066,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,10-03-2024
9085939,8194774262,46836361,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,06-10-2024
2480674,3615279775,61618079,3,"Average experience, could improve.",Customer Service,Neutral,01-11-2023
9215137,11467999,78267238,5,Very happy with the service!,Customer Service,Positive,23-04-2023
6081427,3971267196,8536503,4,Customer service was very helpful.,Customer Service,Positive,14-01-2024
5150934,1584863963,61877649,4,"Average experience, could improve.",Customer Service,Neutral,21-07-2024
761648,1557893814,75244116,2,Product was damaged during delivery.,Delivery,Negative,02-04-2024
2681578,8172695964,45323391,3,"Average experience, could improve.",Customer Service,Neutral,07-07-2024
9942145,7462800868,93127511,4,Very fresh and well-packaged.,Customer Service,Positive,19-10-2023
7353695,5438961669,37245065,5,Very fresh and well-packaged.,App Experience,Positive,10-09-2024
4236291,4904849001,93563435,2,The order was incorrect.,Product Quality,Negative,30-11-2023
4219382,4816980820,52613657,4,Great prices and fast delivery!,Product Quality,Positive,27-03-2023
8580133,9004078716,55552600,1,Taste was not as expected.,Product Quality,Negative,21-08-2023
2841833,8350353728,25585013,1,Taste was not as expected.,Customer Service,Negative,25-01-2024
9049506,1204084245,1342184,3,Customer service was not helpful.,Product Quality,Negative,26-09-2023
3239235,4142209897,44557943,3,Not worth the price I paid.,Delivery,Negative,07-09-2023
49570,125551624,14693393,5,Good selection of products.,Customer Service,Positive,12-08-2024
2719090,9970545044,22931642,1,Not worth the price I paid.,App Experience,Negative,08-08-2023
3002219,7976032064,72946405,2,Taste was not as expected.,Customer Service,Negative,03-05-2024
2801569,8691567542,41640262,2,The packaging was poor.,Customer Service,Negative,27-06-2024
1302585,3592747590,12755730,2,I had a bad experience.,Customer Service,Negative,24-04-2024
8597123,7495753437,4758426,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,02-06-2023
5871103,3965847120,80761521,4,Highly recommended!,App Experience,Positive,05-05-2023
4879303,9365984533,89704218,5,Very happy with the service!,Product Quality,Positive,25-06-2024
5549223,2948242102,13189939,5,Good selection of products.,Customer Service,Positive,12-10-2023
695372,6161193691,55693909,4,Good selection of products.,App Experience,Positive,30-05-2023
3768358,5964122835,14006996,5,"Overall good experience, thank you!",App Experience,Positive,29-03-2024
2548472,8879377902,61320989,3,The product met my expectations.,Customer Service,Neutral,09-03-2024
3624049,8158068874,64403005,5,Highly recommended!,Customer Service,Positive,25-07-2024
4172409,7039570964,68941950,5,Highly recommended!,Customer Service,Positive,13-04-2024
4523289,5482913265,88324928,4,"Average experience, could improve.",App Experience,Neutral,08-08-2024
5363730,1018255782,2219590,4,"It was okay, nothing special.",Product Quality,Neutral,08-09-2024
1479616,8441505853,48409448,5,Very fresh and well-packaged.,App Experience,Positive,10-11-2023
9028098,3850018395,57674875,3,"It was okay, nothing special.",App Experience,Neutral,09-06-2023
3226423,4884197611,28173165,3,The order was incorrect.,Product Quality,Negative,19-04-2023
2894458,5321849748,84468124,4,Items were in perfect condition.,Customer Service,Positive,01-03-2024
2454880,9808738347,7728406,4,Very happy with the service!,Product Quality,Positive,28-03-2024
8629527,8727249149,35826539,3,The product met my expectations.,App Experience,Neutral,27-06-2023
270589,2772154780,50899600,5,"Excellent quality, will buy again!",Customer Service,Positive,18-07-2024
7304927,9128056381,98691989,1,Very disappointed with the quality.,Delivery,Negative,10-06-2024
7791478,4461463308,81352781,3,The product met my expectations.,App Experience,Neutral,16-06-2023
7477228,5636483988,34095555,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,29-01-2024
1944212,1532065529,75464725,1,Not worth the price I paid.,Customer Service,Negative,07-12-2023
8458096,9933994647,83304571,1,Items were missing from my order.,Delivery,Negative,27-02-2024
1253043,4823026749,34835738,2,Items were missing from my order.,Product Quality,Negative,08-08-2024
9403741,7453442245,77869660,3,Product was damaged during delivery.,Product Quality,Negative,08-09-2024
7465998,6519941559,29902416,5,Will definitely order again.,App Experience,Positive,10-05-2024
8662941,3798769654,75913572,5,"Overall good experience, thank you!",Product Quality,Positive,28-09-2024
7152198,5034289521,21201299,3,"It was okay, nothing special.",Delivery,Neutral,15-05-2024
1093536,6971088688,11389698,4,The product met my expectations.,Customer Service,Neutral,18-07-2023
7243157,5650184107,19771128,3,"Average experience, could improve.",Product Quality,Neutral,21-06-2023
9922332,5770410311,20956158,5,Great prices and fast delivery!,Delivery,Positive,31-12-2023
